datetime,WeightKg,WeightPounds,IsManualReport
2016-04-30T23:59:59,61.0,134.48197993285,True
2016-04-30T23:59:59,61.0,134.48197993285,True
2016-04-30T23:59:59,62.0,136.6866025547,True
2016-04-30T23:59:59,61.5,135.584291243775,True
2016-04-30T23:59:59,61.5,135.584291243775,True
2016-04-30T23:59:59,61.5,135.584291243775,True
2016-04-30T23:59:59,61.5,135.584291243775,True
2016-04-30T23:59:59,61.5,135.584291243775,True
2016-04-30T23:59:59,62.5,137.788913865625,True
2016-04-30T23:59:59,52.5999984741211,115.963146545323,True
2016-04-30T23:59:59,52.5999984741211,115.963146545323,True
2016-04-30T23:59:59,56.7000007629395,125.002104340889,True
2016-04-30T23:59:59,57.2999992370605,126.324874550011,True
2016-04-30T23:59:59,61.0999984741211,134.702438831048,True
2016-04-30T23:59:59,61.2000007629395,134.922906139214,True
2016-04-30T23:59:59,61.2000007629395,134.922906139214,True
2016-04-30T23:59:59,61.2000007629395,134.922906139214,True
2016-04-30T23:59:59,61.2000007629395,134.922906139214,True
2016-04-30T23:59:59,61.2000007629395,134.922906139214,True
2016-04-30T23:59:59,61.2999992370605,135.143365037411,True
2016-04-30T23:59:59,61.4000015258789,135.363832345577,True
2016-04-30T23:59:59,61.4000015258789,135.363832345577,True
2016-04-30T23:59:59,61.4000015258789,135.363832345577,True
2016-04-30T23:59:59,61.4000015258789,135.363832345577,True
2016-04-30T23:59:59,61.4000015258789,135.363832345577,True
2016-04-30T23:59:59,61.7000007629395,136.025217450139,True
2016-04-30T23:59:59,61.7000007629395,136.025217450139,True
2016-04-30T23:59:59,61.7000007629395,136.025217450139,True
2016-04-30T23:59:59,61.7000007629395,136.025217450139,True
2016-04-30T23:59:59,61.9000015258789,136.466143656502,True
2016-04-30T23:59:59,61.9000015258789,136.466143656502,True
2016-04-30T23:59:59,62.0999984741211,136.907061452898,True
2016-04-30T23:59:59,62.0999984741211,136.907061452898,True
2016-04-30T23:59:59,62.4000015258789,137.568454967427,True
2016-04-30T23:59:59,69.0999984741211,152.339419805848,True
2016-04-30T23:59:59,69.1999969482422,152.559878704046,True
2016-04-30T23:59:59,69.6999969482422,153.662190014971,True
2016-04-30T23:59:59,69.9000015258789,154.103124631302,True
2016-04-30T23:59:59,70.3000030517578,154.984977044029,True
2016-04-30T23:59:59,72.3000030517578,159.394222287729,True
2016-04-30T23:59:59,72.4000015258789,159.614681185927,True
2016-04-30T23:59:59,84.0,185.1883002354,False
2016-04-30T23:59:59,85.0,187.39292285725,False
2016-04-30T23:59:59,84.5,186.290611546325,False
2016-04-30T23:59:59,84.5,186.290611546325,False
2016-04-30T23:59:59,85.5,188.495234168175,False
2016-04-30T23:59:59,85.5,188.495234168175,False
2016-04-30T23:59:59,85.5,188.495234168175,False
2016-04-30T23:59:59,85.5,188.495234168175,False
2016-04-30T23:59:59,85.5,188.495234168175,False
2016-04-30T23:59:59,133.5,294.317120016975,False
2016-04-30T23:59:59,84.4000015258789,186.070152648127,False
2016-04-30T23:59:59,84.9000015258789,187.172463959052,False
2016-04-30T23:59:59,84.9000015258789,187.172463959052,False
2016-04-30T23:59:59,84.9000015258789,187.172463959052,False
2016-04-30T23:59:59,84.9000015258789,187.172463959052,False
2016-04-30T23:59:59,85.0999984741211,187.613381755448,False
2016-04-30T23:59:59,85.0999984741211,187.613381755448,False
2016-04-30T23:59:59,85.3000030517578,188.054316371779,False
2016-04-30T23:59:59,85.3000030517578,188.054316371779,False
2016-04-30T23:59:59,85.4000015258789,188.274775269977,False
2016-04-30T23:59:59,85.4000015258789,188.274775269977,False
2016-04-30T23:59:59,85.4000015258789,188.274775269977,False
2016-04-30T23:59:59,85.4000015258789,188.274775269977,False
2016-04-30T23:59:59,85.8000030517578,189.156627682704,False
2016-04-30T23:59:59,85.8000030517578,189.156627682704,False
2016-04-30T23:59:59,90.6999969482422,199.959265073821,False
2016-04-30T23:59:59,,,IsManualReport
